Morph-lemma,Morph-inflection,Occurrence
涼しい,涼しい,1
細い,細,1
まる,まる,1
やけに,やけに,1
舞,舞,1
挟む,挟ん,1
剣舞,剣舞,1
交わる,交わっ,1
一角,一角,1
渡り合う,渡り合う,1
近衛,近衛,1
引け,引け,1
どころか,どころか,1
域,域,1
ぐっと,ぐっと,1
傾く,傾い,1
要因,要因,1
両者,両者,1
防戦,防戦,1
勝敗,勝敗,1
決す,決し,1
極める,極めよ,1
埋まる,埋まら,1
目掛ける,目掛け,1
投擲,投擲,1
絶技,絶技,1
暴雨,暴雨,1
幾多,幾多,1
小癪,小癪,1
並外れる,並外れ,1
止む,止ん,1
強い,強し,1
当てる,当てる,1
遊ぶ,遊び,1
ほざく,ほざい,1
貫通,貫通,1
せっかち,せっかち,1
若者,若者,1
傷口,傷口,1
お嬢さん,お嬢さん,1
かかえる,かかえる,1
身代わり,身代わり,1
蠢く,蠢き,1
現す,現す,1
高,高,1
鳴り,鳴り,1
漲る,漲ら,1
違える,違える,1
耄碌,耄碌,1
はおる,はおら,1
道理,道理,1
笑わせる,笑わせる,1
老体,老体,1
悠久,悠久,1
経る,経,1
愉しい,愉し,1
古流,古流,1
剣術,剣術,1
防ぐ,防い,1
爪痕,爪痕,1
幾度,幾度,1
またす,またし,1
深い,深かっ,1
とる,とる,1
柔,柔,1
天性,天性,1
気取る,気取っ,1
タネ,タネ,1
遅い,遅き,1
すでに,すでに,1
見抜く,見抜い,1
愉しい,愉しい,1
振れる,振れ,1
しなる,しなる,1
順序,順序,1
打ち捨てる,打ち捨て,1
敗者,敗者,1
九つ,九つ,1
亜,亜,1
斗,斗,1
美,美,1
吊る,吊,1
苦,苦,1
食い散らす,食い散らし,1
右足,右足,1
砕く,砕き,1
左足,左足,1
更,更,1
返答,返答,1
些細,些細,1
足る,足ら,1
金属,金属,1
おーい,おーい,1
綻ぶ,綻ば,1
逃げ出せる,逃げ出せ,1
恐ろしく,恐ろしく,1
役回り,役回り,1
整う,整い,1
戸惑う,戸惑い,1
作る,作り,1
抱き上げる,抱き上げる,1
灯る,灯っ,1
引ける,引け,1
方針,方針,1
悪しい,悪しき,1
のさばる,のさばり,1
思い描く,思い描く,1
説く,説く,1
踊る,踊り,1
苦痛,苦痛,1
寄り添う,寄り添う,1
妖しい,妖しい,1
注意深い,注意深く,1
拭く,拭く,1
爺さん,爺さん,1
興味深い,興味深かっ,1
年の功,年の功,1
フィニッシュ,フィニッシュ,1
やり返す,やり返す,1
ロマン,ロマン,1
素晴らしい,素晴らしかっ,1
扮する,扮する,1
奥深い,奥深,1
増す,増し,1
神出鬼没,神出鬼没,1
流し込む,流し込み,1
やす,やす,1
兄ちゃん,兄ちゃん,1
たん,たん,1
吊り上がる,吊り上がっ,1
醜悪,醜悪,1
歪む,歪み,1
悪意,悪意,1
どす黒い,どす黒い,1
蔑む,蔑ん,1
グチャグチャ,グチャグチャ,1
繰り返す,繰り返さ,1
沈む,沈み,1
たい,た,1
流れ込む,流れ込み,1
要望,要望,1
嫌味,嫌味,1
俗物,俗物,1
灰色,灰色,1
その間,その間,1
ボリューム,ボリューム,1
満点,満点,1
本編,本編,1
追,追,1
メイン,メイン,1
シナリオ,シナリオ,1
追加,追加,1
グッズ,グッズ,1
一向に,一向に,1
二人三脚,二人三脚,1
くだ,くだ,1
さる,さり,1
具現,具現,1
お待ち,お待ち,1
届け,届け,1
鋭意,鋭意,1
乱入,乱入,1
付,付,1
引き継ぐ,引き継が,1
閑話,閑話,1
突っ伏す,突っ伏し,1
採点,採点,1
切り抜ける,切り抜ける,1
二月,二月,1
ごたごた,ごたごた,1
頻繁,頻繁,1
悲しみ,悲しみ,1
暮れる,暮れる,1
満喫,満喫,1
就職,就職,1
遊べる,遊べる,1
たんまり,たんまり,1
バトル,バトル,1
フィールド,フィールド,1
シャワー,シャワー,1
話し声,話し声,1
力不足,力不足,1
怖い,怖,1
虚しい,虚しい,1
熱,熱,1
果てしない,果てしない,1
虚しい,虚し,1
ばらまく,ばらまい,1
総額,総額,1
ホラー,ホラー,1
売る,売る,1
ぼる,ぼっ,1
たくる,たくる,1
スルー,スルー,1
割引,割引,1
逃げる,逃げれ,1
ジョン,ジョン,1
スミス,スミス,1
靴,靴,1
磨く,磨い,1
分ける,分け,1
路地,路地,1
ロゴ,ロゴ,1
隠れ家,隠れ家,1
店内,店内,1
光量,光量,1
ペンダント,ペンダント,1
ライト,ライト,1
星,星,1
パッ,パッ,1
リターン,リターン,1
脊椎,脊椎,1
後ろめたい,後ろめたい,1
金ぴか,金ぴか,1
店員,店員,1
パス,パス,1
お越し,お越し,1
くだす,くださ,1
男装,男装,1
小刻み,小刻み,1
注文,注文,1
某,某,1
エージェント,エージェント,1
低音,低音,1
引き締まる,引き締まる,1
作り,作り,1
興味津々,興味津々,1
どんどん,どんどん,1
勉強,勉強,1
鈴,鈴,1
転がす,転がす,1
大人びる,大人び,1
シンプル,シンプル,1
ドレス,ドレス,1
似合う,似合っ,1
たこ,たこ,1
なんとなく,なんとなく,1
ベース,ベース,1
装う,装っ,1
カマ,カマ,1
市販,市販,1
売り出す,売り出せ,1
試飲,試飲,1
ボトル,ボトル,1
蒸留,蒸留,1
やけくそ,やけくそ,1
気味,気味,1
オーダー,オーダー,1
狂暴,狂暴,1
猛毒,猛毒,1
ハンター,ハンター,1
チャラ,チャラ,1
ありがと,ありがと,1
熟成,熟成,1
盗聴,盗聴,1
話せる,話せる,1
つまる,つまり,1
定期,定期,1
焼却,焼却,1
扱う,扱い,1
嫉妬,嫉妬,1
駒,駒,1
引きずり出す,引きずり出す,1
視点,視点,1
物事,物事,1
精査,精査,1
直近,直近,1
見据える,見据えれ,1
資本,資本,1
新しい,新しく,1
びっしり,びっしり,1
だめ,だめ,1
しょぼしょぼ,しょぼしょぼ,1
丸い,丸く,1
交じり,交じり,1
甘やかす,甘やかす,1
事前,事前,1
アジト,アジト,1
経路,経路,1
調べ,調べ,1
足らず,足らず,1
戦後,戦後,1
表向き,表向き,1
とく,とい,1
どさくさ,どさくさ,1
紛れる,紛れ,1
暴行,暴行,1
エラ,エラ,1
イザ,イザ,1
やらかす,やらかし,1
いえる,いえる,1
構成,構成,1
結社,結社,1
ブラッド,ブラッド,1
腹心,腹心,1
検察,検察,1
管轄,管轄,1
起訴,起訴,1
悪い,悪,1
かかる,かかれ,1
私物,私物,1
羨ましい,羨まし,1
手いっぱい,手いっぱい,1
街灯,街灯,1
豆,豆,1
頷く,頷き,1
買収,買収,1
覆す,覆す,1
借り,借り,1
ヒキガエル,ヒキガエル,1
対価,対価,1
支払う,支払っ,1
荒事,荒事,1
飽きる,飽き,1
亡き,亡き,1
刺す,刺し,1
暴く,暴こ,1
宛,宛,1
つまみ出せる,つまみ出せ,1
ふためく,ふためく,1
滑り落ちる,滑り落ち,1
滴る,滴る,1
漏らす,漏らし,1
虚勢,虚勢,1
嘲笑う,嘲笑う,1
貢献,貢献,1
切り捨てる,切り捨てる,1
再開,再開,1
早足,早足,1
投げつける,投げつけ,1
当たる,当たり,1
なまる,なまっ,1
駆け込む,駆け込め,1
押し倒す,押し倒さ,1
どける,どけ,1
もがく,もがき,1
べったり,べったり,1
事切れる,事切れ,1
素行,素行,1
とびきり,とびきり,1
這い出す,這い出す,1
突き刺さる,突き刺さる,1
もっぱら,もっぱら,1
自衛,自衛,1
カーテン,カーテン,1
こぼれる,こぼれる,1
まとめる,まとめる,1
夢中,夢中,1
概要,概要,1
見込み,見込み,1
脅かす,脅かさ,1
平静,平静,1
手のもの,手のもの,1
乗り気,乗り気,1
背ける,背ける,1
財力,財力,1
薙ぎ倒す,薙ぎ倒し,1
やめる,やめよ,1
惨め,惨め,1
ほぐす,ほぐす,1
変える,変えよ,1
に関する,に関する,1
独自,独自,1
トップ,トップ,1
ぱらぱら,ぱらぱら,1
スクラップ,スクラップ,1
北部,北部,1
集まり,集まり,1
ぶつぶつ,ぶつぶつ,1
断る,断っ,1
発揮,発揮,1
押し込む,押し込ん,1
寝不足,寝不足,1
考え事,考え事,1
御用,御用,1
怒る,怒ら,1
迂闊,迂闊,1
殺気だつ,殺気だっ,1
荒れる,荒れる,1
触る,触ら,1
知り合う,知り合っ,1
やけ,やけ,1
くっきり,くっきり,1
歩幅,歩幅,1
捕まる,捕まら,1
あながち,あながち,1
封じ,封じ,1
目立つ,目立ち,1
死因,死因,1
期間,期間,1
割り出せる,割り出せる,1
個,個,1
販売,販売,1
骸骨,骸骨,1
暗示,暗示,1
収める,収め,1
割る,割る,1
伝導,伝導,1
スリル,スリル,1
ある程度,ある程度,1
絞れる,絞れ,1
隠語,隠語,1
見せしめ,見せしめ,1
何らかの,何らかの,1
破る,破っ,1
込み,込み,1
聞き込む,聞き込み,1
続ける,続けろ,1
行儀,行儀,1
屋,屋,1
レ,レ,1
素人,素人,1
全巻,全巻,1
御,御,1
大金持ち,大金持ち,1
台詞,台詞,1
られる,られれ,1
司法,司法,1
好ましい,好ましく,1
まぎれる,まぎれ,1
立ち回る,立ち回る,1
散らばる,散らばっ,1
零れる,零れる,1
零れる,零れ,1
持ち去る,持ち去っ,1
切り取る,切り取ら,1
別れる,別れ,1
暴露,暴露,1
敵視,敵視,1
帰り支度,帰り支度,1
過激,過激,1
危害,危害,1
冒す,冒し,1
下す,下す,1
構う,構っ,1
何かと,何かと,1
種類,種類,1
示唆,示唆,1
はみ出る,はみ出,1
振り分ける,振り分け,1
ちらっと,ちらっと,1
素早い,素早い,1
立ち去る,立ち去ろ,1
帰す,帰さ,1
刈る,刈る,1
刈る,刈り,1
覚え,覚え,1
表せる,表せ,1
安が,安が,1
持ち去る,持ち去り,1
裏返す,裏返す,1
滲みる,滲み,1
読み取り,読み取り,1
帰る,帰り,1
看病,看病,1
帰す,帰す,1
驚き,驚き,1
まちまち,まちまち,1
共同,共同,1
定める,定め,1
ゆる,ゆる,1
なるべく,なるべく,1
飲める,飲め,1
いかが,いかが,1
飲み干す,飲み干そ,1
歩む,歩め,1
けち,けち,1
きる,きら,1
救出,救出,1
発売,発売,1
先月,先月,1
試作,試作,1
予約,予約,1
家具,家具,1
ブランド,ブランド,1
ライン,ライン,1
手広い,手広く,1
含む,含む,1
招く,招き,1
早い,早,1
かしこまる,かしこまら,1
比べ物,比べ物,1
焼き付ける,焼き付け,1
上る,上っ,1
両開き,両開き,1
お姫様,お姫様,1
ウキウキ,ウキウキ,1
指定,指定,1
ぶつける,ぶつけ,1
対象,対象,1
仕切る,仕切っ,1
ちょこ,ちょこ,1
かん,かん,1
たげる,たげる,1
とる,とり,1
飛び跳ねる,飛び跳ねる,1
降参,降参,1
順,順,1
お似合い,お似合い,1
悪気,悪気,1
今朝,今朝,1
駆け足,駆け足,1
恐ろしい,恐ろしい,1
書く,書く,1
残虐,残虐,1
極まりない,極まりない,1
ガタガタ,ガタガタ,1
出版,出版,1
たいそう,たいそう,1
豪勢,豪勢,1
サーモン,サーモン,1
斬新,斬新,1
とっても,とっても,1
ハズレ,ハズレ,1
買える,買え,1
安価,安価,1
マグロ,マグロ,1
バーガー,バーガー,1
浸食,浸食,1
修学旅行,修学旅行,1
零,零,1
お嬢様,お嬢様,1
旦那,旦那,1
ねえ,ねえ,1
捲る,捲る,1
荒らげる,荒らげ,1
回す,回す,1
交ざる,交ざっ,1
増える,増える,1
考える,考えろ,1
送り返す,送り返せ,1
でかす,でかし,1
差し出す,差し出せ,1
荒らげる,荒らげる,1
預かる,預かる,1
しでかす,しでかす,1
ロッカー,ロッカー,1
着く,着い,1
告発,告発,1
振りかざす,振りかざし,1
一掃,一掃,1
さぞかし,さぞかし,1
痛快,痛快,1
刺さる,刺さり,1
見入る,見入っ,1
ふかす,ふかし,1
班,班,1
候補,候補,1
早まる,早まる,1
へっ,へっ,1
作れる,作れ,1
まとまる,まとまる,1
恐ろしい,恐ろし,1
美人,美人,1
ただし,ただし,1
やっぱ,やっぱ,1
いやがる,いやがる,1
ドス,ドス,1
吠える,吠える,1
澄ます,澄まし,1
向く,向こ,1
頭上,頭上,1
いう,いわ,1
洗練,洗練,1
切り裂く,切り裂き,1
切り裂く,切り裂く,1
流れ出る,流れ出る,1
無残,無残,1
惨殺,惨殺,1
湛える,湛え,1
してやる,してや,1
つたう,つたっ,1
ビクビク,ビクビク,1
負う,負い,1
トン,トン,1
免許皆伝,免許皆伝,1
気迫,気迫,1
飛ぶ,飛ぶ,1
咽喉,咽喉,1
鼻先,鼻先,1
化け,化け,1
騒然,騒然,1
群がる,群がり,1
騒ぎ立てる,騒ぎ立てる,1
えな,えな,1
離れる,離れろ,1
群がる,群がる,1
押し返す,押し返す,1
早朝,早朝,1
通る,通り,1
駆除,駆除,1
づらい,づらい,1
所属,所属,1
揉める,揉め,1
熱心,熱心,1
捕まる,捕まる,1
愉快,愉快,1
這う,這っ,1
難易,難易,1
見つかる,見つかれ,1
ずいぶん,ずいぶん,1
輪,輪,1
垂れる,垂れる,1
ダイヤ,ダイヤ,1
商人,商人,1
クラブ,クラブ,1
初耳,初耳,1
ぴったり,ぴったり,1
挑発,挑発,1
宣戦,宣戦,1
布告,布告,1
巡らせる,巡らせる,1
ざわめく,ざわめい,1
降ろす,降ろさ,1
ありゃ,ありゃ,1
拡散,拡散,1
巡る,巡る,1
追い詰める,追い詰める,1
安易,安易,1
預かる,預から,1
寂しい,寂し,1
突き出す,突き出し,1
カ所,カ所,1
落ち度,落ち度,1
稀,稀,1
凄い,凄く,1
こんなにも,こんなにも,1
案じる,案じ,1
しばたたく,しばたたか,1
いらっしゃる,いらっしゃれ,1
寒気,寒気,1
悲壮,悲壮,1
漂う,漂う,1
付き合う,付き合い,1
騒がしい,騒がしかっ,1
捉える,捉え,1
手紙,手紙,1
逃げ惑う,逃げ惑い,1
侮る,侮り,1
慢心,慢心,1
吐血,吐血,1
吹き飛ぶ,吹き飛ん,1
男らしい,男らしい,1
人好き,人好き,1
押し付ける,押し付ける,1
返り討ち,返り討ち,1
してやる,してやり,1
引き連れる,引き連れ,1
おしまい,おしまい,1
ダメージ,ダメージ,1
済む,済み,1
ちる,ちっ,1
横たわる,横たわっ,1
臨終,臨終,1
死後,死後,1
ちっとも,ちっとも,1
ミジンコ,ミジンコ,1
祈る,祈っ,1
ネズミ,ネズミ,1
測定,測定,1
終了,終了,1
保健,保健,1
兼任,兼任,1
浅黒い,浅黒い,1
ふっくら,ふっくら,1
色っぽい,色っぽい,1
尖る,尖っ,1
存じる,存じ,1
よしなに,よしなに,1
ペコペコ,ペコペコ,1
低,低,1
友,友,1
にゃ,にゃ,1
容態,容態,1
病状,病状,1
紋章,紋章,1
制す,制し,1
別条,別条,1
差し出がましい,差し出がましい,1
数カ月,数カ月,1
適性,適性,1
強制,強制,1
聞き流す,聞き流し,1
気持ちよい,気持ちよ,1
おく,おけ,1
五月,五月,1
蠅,蠅,1
いだける,いだけ,1
硬直,硬直,1
告げる,告げる,1
従う,従い,1
ほる,ほっ,1
こりる,こり,1
敬語,敬語,1
やたら,やたら,1
しぶとい,しぶとい,1
生まれつき,生まれつき,1
笑い飛ばせる,笑い飛ばせる,1
真似事,真似事,1
非合法,非合法,1
臓器,臓器,1
ミンチ,ミンチ,1
溶かす,溶かさ,1
肉片,肉片,1
度胸,度胸,1
嗜好,嗜好,1
順に,順に,1
不毛,不毛,1
はめ,はめ,1
寝静まる,寝静まっ,1
手柄,手柄,1
譲る,譲る,1
八つ裂き,八つ裂き,1
してやる,してやる,1
身内,身内,1
賢明,賢明,1
わん,わん,1
付ける,付けろ,1
消す,消せ,1
抜かる,抜かる,1
ボウ,ボウ,1
逃げ場,逃げ場,1
出身,出身,1
口癖,口癖,1
しよう,しよう,1
疼く,疼い,1
倫理,倫理,1
半開き,半開き,1
殺る,殺れ,1
返し,返し,1
投げつける,投げつける,1
狼狽える,狼狽える,1
力量,力量,1
肩口,肩口,1
野太い,野太い,1
しゃべる,しゃべる,1
押しのける,押しのけ,1
気まずい,気まず,1
悪霊,悪霊,1
引き受ける,引き受け,1
耐える,耐えれ,1
駆けつける,駆けつける,1
誤魔化す,誤魔化し,1
大枚,大枚,1
はたく,はたい,1
仕掛ける,仕掛け,1
親心,親心,1
とぼける,とぼけ,1
殺す,殺せ,1
破綻,破綻,1
ズレる,ズレ,1
上半身,上半身,1
下半身,下半身,1
分断,分断,1
受け流す,受け流そ,1
同様,同様,1
開花,開花,1
一滴,一滴,1
見知らぬ,見知らぬ,1
寝返り,寝返り,1
打つ,打ち,1
向き直る,向き直る,1
すます,すまし,1
雇う,雇わ,1
通る,通っ,1
張り付ける,張り付け,1
得策,得策,1
被る,被る,1
ここら,ここら,1
手打ち,手打ち,1
利口,利口,1
付く,付け,1
悲惨,悲惨,1
パクパク,パクパク,1
すぎ,すぎ,1
親子,親子,1
瞬,瞬,1
隠せる,隠せ,1
見くびる,見くびっ,1
認める,認めよ,1
漁る,漁る,1
盛り上がり,盛り上がり,1
赤黒い,赤黒く,1
離せる,離せよ,1
振り払う,振り払お,1
切り裂く,切り裂こ,1
ただならぬ,ただならぬ,1
長刀,長刀,1
活力,活力,1
躍る,躍る,1
殺し合い,殺し合い,1
修羅,修羅,1
極,極,1
めし,めし,1
鎖国,鎖国,1
流派,流派,1
頭角,頭角,1
最年少,最年少,1
師範代,師範代,1
追い求める,追い求め,1
門弟,門弟,1
珍妙,珍妙,1
立ち合える,立ち合える,1
高笑い,高笑い,1
指弾,指弾,1
予備,予備,1
推し量る,推し量る,1
当たる,当た,1
移す,移す,1
生まれたて,生まれたて,1
小鹿,小鹿,1
反す,反し,1
こめかみ,こめかみ,1
飛び下りる,飛び下りる,1
瀕,瀕,1
止める,止めれ,1
安らか,安らか,1
痛い,痛,1
おのれ,おのれ,1
詩,詩,1
書き記す,書き記さ,1
たって,たって,1
薄汚い,薄汚,1
チンピラ,チンピラ,1
凄む,凄む,1
危うい,危うく,1
あの世,あの世,1
逝く,逝き,1
かう,かっ,1
すんません,すんません,1
タックル,タックル,1
殴る,殴り,1
うわ,うわ,1
差し込む,差し込み,1
共謀,共謀,1
疑わしい,疑わし,1
兼,兼,1
用心棒,用心棒,1
あえて,あえて,1
疑惑,疑惑,1
逃れる,逃れよ,1
目線,目線,1
誘い出す,誘い出さ,1
濡れ衣,濡れ衣,1
武装,武装,1
用心深い,用心深く,1
方々,方々,1
見越す,見越し,1
誘い出す,誘い出し,1
そういった,そういった,1
矛先,矛先,1
向く,向か,1
出歩く,出歩い,1
続く,続け,1
募る,募り,1
しまう,しまえ,1
叱る,叱ら,1
個別,個別,1
決め,決め,1
笑いかける,笑いかけ,1
慰める,慰める,1
茶菓子,茶菓子,1
ボリボリ,ボリボリ,1
無実,無実,1
押収,押収,1
列,列,1
ガッカリ,ガッカリ,1
つむ,つま,1
覗き,覗き,1
込む,込み,1
わい,わい,1
並ぶ,並び,1
いったん,いったん,1
素朴,素朴,1
進める,進めよ,1
最適,最適,1
解,解,1
考える,考えよ,1
早口,早口,1
伝える,伝えれ,1
対策,対策,1
迎え撃つ,迎え撃つ,1
現れる,現れれ,1
晴れる,晴れる,1
擁護,擁護,1
宿す,宿し,1
慌ただしい,慌ただしかっ,1
内部,内部,1
済まない,済まない,1
両方,両方,1
揃う,揃う,1
のこのこ,のこのこ,1
本命,本命,1
ふまえる,ふまえ,1
ワ,ワ,1
コク,コク,1
見守る,見守る,1
嫌がる,嫌がる,1
結末,結末,1
プレゼント,プレゼント,1
喜ぶ,喜ば,1
和らげる,和らげる,1
切り出す,切り出し,1
私室,私室,1
詰め寄る,詰め寄っ,1
許す,許す,1
ぼける,ぼける,1
言いよう,言いよう,1
善悪,善悪,1
反吐,反吐,1
とっくに,とっくに,1
組む,組む,1
各々,各々,1
存続,存続,1
隠れ蓑,隠れ蓑,1
変革,変革,1
乗れる,乗れ,1
喚く,喚き,1
のせる,のせ,1
決まる,決まる,1
雑兵,雑兵,1
ぶつかる,ぶつかり,1
高い,高けれ,1
切れ,切れ,1
狙える,狙える,1
高価,高価,1
水の泡,水の泡,1
化す,化す,1
やってのける,やってのける,1
誇る,誇る,1
削る,削っ,1
広まる,広まっ,1
首領,首領,1
手強い,手強かっ,1
打ち倒す,打ち倒す,1
抱く,抱く,1
倒れる,倒れれ,1
間際,間際,1
争う,争い,1
選ぶ,選び,1
節目,節目,1
どっち,どっち,1
勢力,勢力,1
迫る,迫ら,1
破滅,破滅,1
昨今,昨今,1
必ずしも,必ずしも,1
認定,認定,1
共に,共に,1
嬉しい,嬉しかっ,1
茨,茨,1
潜伏,潜伏,1
血眼,血眼,1
匿う,匿っ,1
お膳立て,お膳立て,1
薔薇,薔薇,1
豊富,豊富,1
食料,食料,1
運び込む,運び込ん,1
働きかける,働きかけ,1
内々,内々,1
軍,軍,1
バランス,バランス,1
大義名分,大義名分,1
加担,加担,1
解ける,解けれ,1
生き延びる,生き延びる,1
限る,限り,1
意志,意志,1
他言,他言,1
そわそわ,そわそわ,1
かす,かし,1
打ち合わせ,打ち合わせ,1
掛け時計,掛け時計,1
沈む,沈ん,1
夜間,夜間,1
出歩く,出歩く,1
あたる,あたる,1
別件,別件,1
開口一番,開口一番,1
癪,癪,1
思いっきり,思いっきり,1
学者,学者,1
学院,学院,1
専攻,専攻,1
高貴,高貴,1
引き攣る,引き攣る,1
どく,どき,1
無表情,無表情,1
奇跡,奇跡,1
切り抜ける,切り抜け,1
とく,とき,1
びびる,びびっ,1
あらそう,あらそう,1
訂正,訂正,1
見落とす,見落とし,1
唱える,唱える,1
隔絶,隔絶,1
ちゃっかり,ちゃっかり,1
煽り,煽り,1
引き付ける,引き付け,1
持ちこたえる,持ちこたえる,1
フォロー,フォロー,1
惜しい,惜し,1
めちゃくちゃ,めちゃくちゃ,1
げんなり,げんなり,1
先ほど,先ほど,1
陶芸,陶芸,1
国宝,国宝,1
飾る,飾る,1
飾る,飾り,1
盗む,盗む,1
売る,売れ,1
読み解く,読み解く,1
盗難,盗難,1
はえ,はえ,1
町,町,1
ぽかんと,ぽかんと,1
浮かび上がる,浮かび上がる,1
導き出す,導き出し,1
目の下,目の下,1
生き延びる,生き延び,1
歩む,歩ん,1
照れる,照れる,1
いか,いか,1
うんこ,うんこ,1
突っ込む,突っ込ん,1
度肝,度肝,1
知り合う,知り合い,1
はち切れる,はち切れ,1
膨らむ,膨らん,1
わし,わし,1
惨事,惨事,1
飼う,飼っ,1
敵意,敵意,1
聞き捨てる,聞き捨て,1
油,油,1
よせ,よせ,1
ヘッド,ヘッド,1
ロック,ロック,1
ズルズル,ズルズル,1
騒がせる,騒がせ,1
塀,塀,1
振る,振ら,1
頼る,頼る,1
匂う,匂い,1
へん,へん,1
ほんとに,ほんとに,1
ギリシャ,ギリシャ,1
ゴロ,ゴロ,1
ン,ン,1
寝転がる,寝転がっ,1
服従,服従,1
うんと,うんと,1
コメント,コメント,1
頑張る,頑張り,1
飛び起きる,飛び起き,1
振り回す,振り回し,1
あとあと,あとあと,1
消し,消し,1
惚ける,惚け,1
コソコソ,コソコソ,1
ものすごい,ものすごく,1
実行,実行,1
祈る,祈る,1
練り直す,練り直さ,1
アレルギー,アレルギー,1
遠ざかる,遠ざかっ,1
スムーズ,スムーズ,1
表玄関,表玄関,1
見え,見え,1
立ち会う,立ち会い,1
門,門,1
大人しい,大人しく,1
大して,大して,1
力む,力も,1
とる,とれ,1
苛立つ,苛立た,1
げに,げに,1
免れる,免れ,1
後継,後継,1
育てる,育てる,1
仕留める,仕留める,1
出し,出し,1
惜しみ,惜しみ,1
たまる,たまり,1
口々,口々,1
頼れる,頼れ,1
有力,有力,1
まとまる,まとまり,1
創設,創設,1
以来,以来,1
雇う,雇う,1
伝手,伝手,1
快楽,快楽,1
思い知らせる,思い知らせ,1
墓場,墓場,1
青い,青く,1
魔術,魔術,1
広い,広く,1
展示,展示,1
執念,執念,1
想い,想い,1
飾る,飾ろ,1
激闘,激闘,1
武具,武具,1
円形,円形,1
ぐるり,ぐるり,1
囲む,囲み,1
華やかさ,華やかさ,1
生臭い,生臭い,1
特設,特設,1
集る,集っ,1
糸目,糸目,1
消し炭,消し炭,1
連なる,連なる,1
入場,入場,1
封鎖,封鎖,1
体力,体力,1
忌々しい,忌々しい,1
利権,利権,1
荒らす,荒らし,1
商売,商売,1
見習う,見習う,1
共存,共存,1
先鋒,先鋒,1
興醒める,興醒め,1
一段落,一段落,1
地上,地上,1
待ち構える,待ち構える,1
大々的,大々的,1
流す,流せ,1
丸潰れ,丸潰れ,1
痛む,痛む,1
はあ,はあ,1
肝心,肝心,1
関心,関心,1
ゴタゴタ,ゴタゴタ,1
片っ端,片っ端,1
下水道,下水道,1
即興,即興,1
柔軟,柔軟,1
地下道,地下道,1
それどころ,それどころ,1
思い当たる,思い当たる,1
節,節,1
見抜く,見抜く,1
洞察,洞察,1
めく,めい,1
ポ,ポ,1
ベテラン,ベテラン,1
飲ます,飲まさ,1
若返る,若返っ,1
いじくる,いじくる,1
城,城,1
黒い,黒く,1
巣,巣,1
うっとうしい,うっとうしい,1
行き止まり,行き止まり,1
厚い,厚,1
通れる,通れる,1
魅力,魅力,1
揉む,揉ま,1
押し出す,押し出さ,1
這い出す,這い出し,1
指さす,指さす,1
物陰,物陰,1
賭博,賭博,1
変わる,変わろ,1
合わせる,合わせれ,1
荷,荷,1
重い,重かっ,1
流す,流そ,1
乗り出す,乗り出し,1
芝居,芝居,1
がかる,がかっ,1
恨み言,恨み言,1
財産,財産,1
殺せる,殺せる,1
回,回,1
かわる,かわっ,1
稼げる,稼げ,1
金額,金額,1
力ずく,力ずく,1
始める,始めよ,1
重厚,重厚,1
大男,大男,1
軽々と,軽々と,1
世界一,世界一,1
無敗,無敗,1
ことごとく,ことごとく,1
挽肉,挽肉,1
のし,のし,1
近づく,近づき,1
控室,控室,1
べ,べ,1
わざと,わざと,1
二流,二流,1
しな,しな,1
三流,三流,1
盛り上げる,盛り上げる,1
垂直,垂直,1
吹っ飛ぶ,吹っ飛ん,1
上空,上空,1
激突,激突,1
ザワザワ,ザワザワ,1
騒ぎ出す,騒ぎ出す,1
腕っぷし,腕っぷし,1
のし上がる,のし上がっ,1
腕前,腕前,1
内乱,内乱,1
火の車,火の車,1
猛者,猛者,1
連携,連携,1
赤字,赤字,1
読む,読め,1
直立,直立,1
不動,不動,1
一周,一周,1
同調,同調,1
回る,回り,1
表面,表面,1
荒い,荒く,1
飛び退く,飛び退い,1
カタカタ,カタカタ,1
心情,心情,1
物語る,物語っ,1
放棄,放棄,1
契約,契約,1
違反,違反,1
カビ,カビ,1
御免,御免,1
違約,違約,1
いくらか,いくらか,1
広まる,広まれ,1
流せる,流せよ,1
野蛮,野蛮,1
紅潮,紅潮,1
とんだ,とんだ,1
報い,報い,1
与える,与えれ,1
腑抜け,腑抜け,1
体調,体調,1
敵前,敵前,1
逃亡,逃亡,1
怖がる,怖がら,1
渋い,渋い,1
帰す,帰し,1
報酬,報酬,1
全額,全額,1
返却,返却,1
呼ぶ,呼べ,1
腹立たしい,腹立たしい,1
落ち着く,落ち着き,1
たまえ,たまえ,1
物珍しい,物珍しい,1
尾ひれ,尾ひれ,1
伴う,伴わ,1
人気,人気,1
先行,先行,1
かく,かく,1
序盤,序盤,1
長引く,長引か,1
乱す,乱さ,1
撃退,撃退,1
細切れ,細切れ,1
似通う,似通う,1
武神,武神,1
一挙一動,一挙一動,1
小出し,小出し,1
典型,典型,1
投入,投入,1
収める,収める,1
堰,堰,1
貫禄,貫禄,1
威厳,威厳,1
壮年,壮年,1
不甲斐ない,不甲斐ない,1
物言い,物言い,1
シルエット,シルエット,1
異なる,異なる,1
くい,くく,1
露,露,1
継ぎ接ぎ,継ぎ接ぎ,1
リア,リア,1
落胆,落胆,1
改良,改良,1
交わる,交わる,1
出来上がる,出来上がっ,1
前列,前列,1
