Morph-lemma,Morph-inflection,Occurrence
今度,今度,3
長身,長身,3
遅い,遅かっ,3
影響,影響,3
のける,のけ,3
お話,お話,3
連,連,3
浅い,浅い,3
期,期,3
積み重ねる,積み重ね,3
若い,若い,3
最強,最強,3
目覚める,目覚め,3
眠り,眠り,3
険しい,険しい,3
溜まる,溜まり,3
ポツリ,ポツリ,3
動く,動か,3
光景,光景,3
傷つく,傷つき,3
得体,得体,3
妻,妻,3
深刻,深刻,3
現在,現在,3
整える,整え,3
長い,長き,3
だからこそ,だからこそ,3
奪う,奪う,3
頼む,頼み,3
グレン,グレン,3
通る,通る,3
家族,家族,3
たくさん,たくさん,3
細い,細く,3
縋る,縋る,3
マルコ,マルコ,3
広がる,広がり,3
回す,回し,3
追い詰める,追い詰め,3
血管,血管,3
確かめる,確かめ,3
おつもり,おつもり,3
サイン,サイン,3
淡々,淡々,3
薙ぐ,薙ぎ,3
達成,達成,3
何と,何と,3
拒絶,拒絶,3
騒がしい,騒がしい,3
ミルク,ミルク,3
ティー,ティー,3
案,案,3
混乱,混乱,3
つつ,つつ,3
選ぶ,選ば,3
製,製,3
おかしい,おかしい,3
チラシ,チラシ,3
サービス,サービス,3
毎月,毎月,3
固定,固定,3
年利,年利,3
つ,つ,3
計算,計算,3
返す,返す,3
札束,札束,3
積み上げる,積み上げ,3
ですが,ですが,3
人々,人々,3
繰り返す,繰り返す,3
敬意,敬意,3
表す,表し,3
代々,代々,3
高度,高度,3
火炙り,火炙り,3
赤子,赤子,3
下げる,下げ,3
松明,松明,3
掠れる,掠れ,3
突き刺す,突き刺し,3
振るう,振るう,3
滅びる,滅び,3
向かう,向かう,3
伝わる,伝わる,3
疑問,疑問,3
笑う,笑い,3
引く,引く,3
体内,体内,3
行ける,行け,3
走れる,走れ,3
下ろす,下ろし,3
越える,越え,3
振り返る,振り返り,3
冬,冬,3
手足,手足,3
どちら,どちら,3
実験,実験,3
叫ぶ,叫ん,3
死ぬ,死に,3
派閥,派閥,3
見張り,見張り,3
ハッ,ハッ,3
枯れる,枯れ,3
さえ,さえ,3
不気味,不気味,3
再生,再生,3
揺らぐ,揺らい,3
青い,青い,3
素質,素質,3
そっけ,そっけ,3
包み込む,包み込ん,3
困る,困り,3
筋,筋,3
聞く,聞く,3
責任,責任,3
加える,加え,3
見定める,見定め,3
向く,向い,3
蜂蜜,蜂蜜,3
平時,平時,3
周辺,周辺,3
支える,支える,3
有事,有事,3
民,民,3
当てる,当て,3
優しい,優しい,3
助かる,助かる,3
ぱそこん,ぱそこん,3
号泣,号泣,3
えー,えー,3
考え,考え,3
展開,展開,3
往く,往く,3
起こる,起こる,3
見渡す,見渡し,3
先生,先生,3
降りる,降り,3
スキップ,スキップ,3
自習,自習,3
爆弾,爆弾,3
解除,解除,3
抵抗,抵抗,3
折れる,折れ,3
台,台,3
終える,終え,3
反対,反対,3
以下,以下,3
反応,反応,3
辿る,辿り,3
先頭,先頭,3
活躍,活躍,3
戦う,戦わ,3
冷笑,冷笑,3
下ろす,下ろさ,3
試す,試し,3
助ける,助ける,3
淀む,淀ん,3
急ぐ,急ぎ,3
封じる,封じ,3
人形,人形,3
逆,逆,3
噴く,噴き,3
罰する,罰する,3
みる,みよ,3
迫る,迫る,3
閉じる,閉じ,3
鞭,鞭,3
掠める,掠め,3
攻撃,攻撃,3
後退,後退,3
キン,キン,3
踊る,踊っ,3
修練,修練,3
龍,龍,3
ゲーム,ゲーム,3
申し上げる,申し上げ,3
等,等,3
執筆,執筆,3
帰還,帰還,2
昔話,昔話,2
滅ぼす,滅ぼし,2
ホッ,ホッ,2
学期,学期,2
始業,始業,2
王位,王位,2
継承,継承,2
日本,日本,2
盛り沢山,盛り沢山,2
ツン,ツン,2
よい,よ,2
ふふふ,ふふふ,2
導く,導い,2
まい,まい,2
裏側,裏側,2
正体,正体,2
これぞ,これぞ,2
魔物,魔物,2
君たち,君たち,2
知る,知る,2
解消,解消,2
正に,正に,2
残る,残る,2
悪女,悪女,2
あんなに,あんなに,2
良い,良い,2
見かけ,見かけ,2
突入,突入,2
方向,方向,2
とかいう,とかいう,2
仕業,仕業,2
葬る,葬っ,2
遊ぶ,遊ん,2
念,念,2
単位,単位,2
そそる,そそ,2
商品,商品,2
やる,やろ,2
思い出,思い出,2
料,料,2
いただく,いただく,2
勝ち,勝ち,2
鳴らす,鳴らし,2
おっ,おっ,2
口元,口元,2
チップ,チップ,2
僅か,僅か,2
手札,手札,2
アクション,アクション,2
始まり,始まり,2
鍛える,鍛え,2
あっさり,あっさり,2
費,費,2
集金,集金,2
っと,っと,2
ちく,ちく,2
する,しょ,2
騒ぐ,騒ぐ,2
そちら,そちら,2
あげる,あげよ,2
ボックス,ボックス,2
ランプ,ランプ,2
干す,干し,2
魚,魚,2
おみやげ,おみやげ,2
り,り,2
脂,脂,2
クール,クール,2
受け取る,受け取る,2
食べる,食べる,2
進展,進展,2
得意げ,得意げ,2
スパイ,スパイ,2
ごっこ,ごっこ,2
得意,得意,2
焦る,焦っ,2
範囲,範囲,2
動き出す,動き出す,2
読める,読め,2
望む,望む,2
アドリブ,アドリブ,2
リアリティ,リアリティ,2
ナイス,ナイス,2
合う,合う,2
ベッド,ベッド,2
目覚め,目覚め,2
気持ちよい,気持ちよく,2
自室,自室,2
済む,済む,2
帰省,帰省,2
拗ねる,拗ね,2
確かめる,確かめる,2
重い,重,2
落ちる,落ちる,2
巻く,巻か,2
引き出し,引き出し,2
困惑,困惑,2
ひび割れる,ひび割れる,2
映る,映る,2
漂う,漂っ,2
遠い,遠く,2
崩れる,崩れ,2
かろうじて,かろうじて,2
仇,仇,2
顔面,顔面,2
叩く,叩き,2
ひらり,ひらり,2
ひび割れ,ひび割れ,2
巻き込む,巻き込み,2
守る,守ろ,2
おく,おく,2
望み,望み,2
不愉快,不愉快,2
一生,一生,2
閉じ込める,閉じ込め,2
進む,進め,2
回転,回転,2
重なる,重なっ,2
始まる,始まる,2
末,末,2
理論,理論,2
毎年,毎年,2
あたり,あたり,2
銀色,銀色,2
天気,天気,2
変哲,変哲,2
日常,日常,2
雲,雲,2
まれ,まれ,2
無理やり,無理やり,2
続き,続き,2
薄情,薄情,2
家出,家出,2
拾い上げる,拾い上げ,2
封,封,2
効果,効果,2
際,際,2
他人,他人,2
放課後,放課後,2
美味しい,美味し,2
火,火,2
よーし,よーし,2
掘る,掘っ,2
凄い,凄い,2
唾液,唾液,2
おぉ,おぉ,2
サイズ,サイズ,2
輝き,輝き,2
頑張る,頑張っ,2
美味しい,美味しい,2
いっか,いっか,2
パ,パ,2
折れる,折れる,2
献上,献上,2
あっ,あっ,2
吐息,吐息,2
美味しい,美味しかっ,2
譲渡,譲渡,2
事実,事実,2
無い,無く,2
不幸,不幸,2
爆風,爆風,2
華麗,華麗,2
受け流す,受け流し,2
品,品,2
セット,セット,2
忽然と,忽然と,2
跳ぶ,跳ん,2
器用,器用,2
くせ,くせ,2
抜群,抜群,2
級,級,2
飽く,飽き,2
っぽい,っぽく,2
練習,練習,2
枚,枚,2
明らか,明らか,2
一方,一方,2
急所,急所,2
規格,規格,2
スピード,スピード,2
呆然,呆然,2
作り出す,作り出す,2
真,真,2
冷汗,冷汗,2
吹き飛ぶ,吹き飛び,2
合掌,合掌,2
収束,収束,2
バック,バック,2
使い方,使い方,2
飛翔,飛翔,2
全身,全身,2
ちなみに,ちなみに,2
帰る,帰っ,2
いう,いっ,2
形相,形相,2
草木,草木,2
捕まえる,捕まえる,2
見合わせる,見合わせ,2
付着,付着,2
痕,痕,2
辿る,辿っ,2
疑う,疑っ,2
思考,思考,2
あそこ,あそこ,2
差す,差す,2
佇む,佇ん,2
血痕,血痕,2
拭う,拭っ,2
代償,代償,2
哀しい,哀し,2
意,意,2
込める,込める,2
見据える,見据える,2
目前,目前,2
奥歯,奥歯,2
締める,締める,2
関わる,関わる,2
足元,足元,2
渦巻く,渦巻き,2
愕然,愕然,2
刈り取る,刈り取っ,2
検証,検証,2
違い,違い,2
そりゃ,そりゃ,2
同意,同意,2
犯行,犯行,2
様々,様々,2
真相,真相,2
生意気,生意気,2
放置,放置,2
能力,能力,2
演出,演出,2
作業,作業,2
変装,変装,2
くっつく,くっつい,2
臭い,臭い,2
今頃,今頃,2
詳細,詳細,2
おく,おこ,2
空き,空き,2
冷たい,冷たく,2
埃,埃,2
っぽい,っぽい,2
もうすぐ,もうすぐ,2
耳元,耳元,2
屈める,屈め,2
人聞き,人聞き,2
権利,権利,2
無駄遣い,無駄遣い,2
しっかり,しっかり,2
タイプ,タイプ,2
胸元,胸元,2
崩す,崩し,2
脚,脚,2
奢る,奢っ,2
頼む,頼ん,2
親友,親友,2
便利,便利,2
図書館,図書館,2
ビビる,ビビり,2
迷惑,迷惑,2
確保,確保,2
前菜,前菜,2
めっちゃ,めっちゃ,2
察し,察し,2
意外,意外,2
有名,有名,2
てっきり,てっきり,2
首席,首席,2
おく,おき,2
感じ,感じ,2
それぞれ,それぞれ,2
困る,困っ,2
経つ,経っ,2
低い,低,2
透明,透明,2
引っ張る,引っ張ら,2
窪む,窪ん,2
起き上がる,起き上がっ,2
消失,消失,2
癖,癖,2
とばす,とばし,2
心細い,心細い,2
ちょくちょく,ちょくちょく,2
マスク,マスク,2
半身,半身,2
ぎこち,ぎこち,2
初,初,2
襲う,襲う,2
大事,大事,2
眼前,眼前,2
弾く,弾き,2
飛ばす,飛ばし,2
生き物,生き物,2
外れる,外れ,2
入団,入団,2
隊長,隊長,2
子爵,子爵,2
仮,仮,2
詳しい,詳しく,2
入ろう,入ろう,2
溶ける,溶け,2
切れる,切れる,2
弾く,弾い,2
潰す,潰さ,2
さようなら,さようなら,2
弾ける,弾ける,2
語りかける,語りかけ,2
応じる,応じる,2
見送る,見送っ,2
寄せる,寄せ,2
近づく,近づく,2
要求,要求,2
連中,連中,2
回る,回っ,2
欠席,欠席,2
さ迷う,さ迷わ,2
斜め,斜め,2
令嬢,令嬢,2
半分,半分,2
視,視,2
吹き飛ぶ,吹き飛ぶ,2
繊細,繊細,2
たかが,たかが,2
やってくる,やってき,2
非常,非常,2
めんどくさい,めんどくさい,2
バレる,バレ,2
霧散,霧散,2
くい,くし,2
足取り,足取り,2
め,め,2
あいつ,あいつ,2
跳ね上がる,跳ね上がっ,2
失う,失う,2
急,急,2
踏みつぶす,踏みつぶさ,2
語り掛ける,語り掛ける,2
助かる,助かっ,2
埋める,埋め,2
遭う,遭っ,2
説教,説教,2
戻れる,戻れ,2
険しい,険しく,2
誑かす,誑かし,2
眼光,眼光,2
どうも,どうも,2
豪華,豪華,2
絢爛,絢爛,2
一応,一応,2
刺,刺,2
ソファー,ソファー,2
広い,広い,2
内定,内定,2
渡す,渡さ,2
咳払い,咳払い,2
虚空,虚空,2
語る,語り,2
後悔,後悔,2
終える,終える,2
おおよそ,おおよそ,2
災い,災い,2
もたらす,もたらし,2
豚,豚,2
聖なる,聖なる,2
そんなに,そんなに,2
経験,経験,2
それに,それに,2
切れる,切れ,2
投げる,投げる,2
がち,がち,2
話し出す,話し出す,2
任せる,任せる,2
程,程,2
考える,考える,2
キョトン,キョトン,2
温かい,温かく,2
握る,握る,2
握る,握り,2
立ち止まる,立ち止まる,2
胡散臭い,胡散臭,2
欲,欲,2
デザイン,デザイン,2
持ち出す,持ち出し,2
ブラ,ブラ,2
ホック,ホック,2
追いかける,追いかける,2
曖昧,曖昧,2
映る,映っ,2
好き,好き,2
理想,理想,2
直す,直す,2
暴走,暴走,2
大義,大義,2
下ろす,下ろす,2
不敵,不敵,2
月明かり,月明かり,2
楽しみ,楽しみ,2
リスト,リスト,2
鬣,鬣,2
おっさん,おっさん,2
鷲,鷲,2
予定,予定,2
図面,図面,2
消す,消す,2
到着,到着,2
目撃,目撃,2
狙う,狙っ,2
鎌,鎌,2
速い,速い,2
心臓,心臓,2
両手,両手,2
歪む,歪ま,2
申す,申し,2
汚れる,汚れ,2
処刑,処刑,2
飛び散る,飛び散っ,2
瞬き,瞬き,2
行く,行け,2
薄暗い,薄暗く,2
立ち止まる,立ち止まり,2
雑魚,雑魚,2
突破,突破,2
ポジション,ポジション,2
通り過ぎる,通り過ぎ,2
投影,投影,2
呟く,呟き,2
朝日,朝日,2
校門,校門,2
気分,気分,2
会える,会え,2
嬉しい,嬉しい,2
光栄,光栄,2
何やら,何やら,2
期待,期待,2
輝く,輝か,2
くれる,くれれ,2
満足,満足,2
凶悪,凶悪,2
くれぐれも,くれぐれも,2
おかしな,おかしな,2
絞める,絞め,2
数え切れる,数え切れ,2
あんた,あんた,2
ついてる,ついてる,2
複雑,複雑,2
はぁ,はぁ,2
どく,どい,2
がんばれる,がんばれ,2
姉ちゃん,姉ちゃん,2
語る,語っ,2
恥ずかしい,恥ずかしい,2
もったいない,もったいない,2
死ぬ,死な,2
佇む,佇む,2
出入り,出入り,2
厳しい,厳しく,2
たび,たび,2
テンション,テンション,2
上がる,上がる,2
薄暗い,薄暗い,2
り,る,2
覆う,覆わ,2
ワンピース,ワンピース,2
新しい,新しい,2
幼い,幼い,2
忘れっぽい,忘れっぽい,2
大人,大人,2
受け流す,受け流す,2
せる,せれ,2
恥ずかしい,恥ずかし,2
死ぬ,死ぬ,2
なんだか,なんだか,2
温かい,温かい,2
落ち着く,落ち着く,2
閉まる,閉まる,2
拾う,拾っ,2
小声,小声,2
ちん,ちん,2
やる気,やる気,2
自体,自体,2
ちる,ち,2
アホ,アホ,2
らしい,らし,2
すごい,すごい,2
天,天,2
並ぶ,並ぶ,2
色褪せる,色褪せ,2
表紙,表紙,2
冊,冊,2
自動,自動,2
ページ,ページ,2
壊す,壊し,2
やめる,やめ,2
かわいい,かわいい,2
ない,なき,2
がんばる,がんばっ,2
付ける,付ける,2
暗い,暗い,2
真ん中,真ん中,2
笑い,笑い,2
眉,眉,2
急速,急速,2
囲む,囲ま,2
間抜け,間抜け,2
紙,紙,2
描く,描く,2
下がる,下がっ,2
追撃,追撃,2
反撃,反撃,2
離す,離し,2
素直,素直,2
宿る,宿る,2
昇華,昇華,2
適切,適切,2
全滅,全滅,2
見逃す,見逃し,2
対,対,2
形勢,形勢,2
もらう,もらう,2
筋肉,筋肉,2
縛る,縛っ,2
なのに,なのに,2
瓶,瓶,2
それでは,それでは,2
強引,強引,2
自身,自身,2
生き恥,生き恥,2
れる,れれ,2
旅,旅,2
裏切る,裏切っ,2
相応しい,相応しい,2
たてる,たて,2
ひび,ひび,2
走る,走っ,2
助かる,助から,2
美しい,美し,2
尽きる,尽きる,2
捕らえる,捕らえ,2
出世,出世,2
若い,若かっ,2
正しい,正しけれ,2
決定的,決定的,2
聖職,聖職,2
教え,教え,2
高位,高位,2
ごく,ごく,2
降りる,降りる,2
呻く,呻い,2
排除,排除,2
反逆,反逆,2
お気,お気,2
逸らす,逸らさ,2
受け止める,受け止める,2
立派,立派,2
ご存じ,ご存じ,2
せる,せよ,2
開発,開発,2
長年,長年,2
完成,完成,2
採取,採取,2
失う,失わ,2
浮かぶ,浮かぶ,2
以外,以外,2
奪う,奪お,2
する,すっ,2
数々,数々,2
悪事,悪事,2
作り上げる,作り上げ,2
乱暴,乱暴,2
男性,男性,2
従う,従っ,2
覚ます,覚ます,2
違う,違い,2
もらう,もらい,2
メンバー,メンバー,2
限る,限ら,2
進捗,進捗,2
問う,問わ,2
思案,思案,2
たい,たかっ,2
通り抜ける,通り抜け,2
記念,記念,2
ギシギシ,ギシギシ,2
軋む,軋む,2
爪,爪,2
胴体,胴体,2
無傷,無傷,2
ちっぽけ,ちっぽけ,2
子猫,子猫,2
失踪,失踪,2
前者,前者,2
すれ違う,すれ違う,2
面倒,面倒,2
歌う,歌い,2
恐怖,恐怖,2
おはよう,おはよう,2
思いつく,思いつか,2
元気,元気,2
秒,秒,2
飲む,飲ん,2
隠す,隠そ,2
葬る,葬ら,2
守れる,守れる,2
たっぷり,たっぷり,2
締める,締め,2
銀行,銀行,2
金利,金利,2
手間,手間,2
よる,よる,2
テーブル,テーブル,2
くそ,くそ,2
借りる,借りる,2
おめでとう,おめでとう,2
くらい,くらい,2
楽しむ,楽しむ,2
寒い,寒い,2
愚か,愚か,2
ふとした,ふとした,2
繰り返す,繰り返し,2
格式,格式,2
部族,部族,2
待ちわびる,待ちわび,2
相談,相談,2
ごと,ごと,2
反芻,反芻,2
自信,自信,2
掟,掟,2
家系,家系,2
拭く,拭い,2
守れる,守れ,2
伏せる,伏せ,2
加わる,加わっ,2
巻く,巻い,2
ひと月,ひと月,2
伏せる,伏せる,2
柔らかい,柔らかく,2
跪く,跪い,2
筆頭,筆頭,2
微動,微動,2
歩む,歩み,2
村中,村中,2
つけ,つけ,2
受け継ぐ,受け継が,2
きが,きが,2
笑い声,笑い声,2
ふざける,ふざける,2
さらす,さらし,2
動ける,動け,2
まとめる,まとめ,2
してやる,してやろ,2
わたる,わた,2
わたし,わたし,2
誇り,誇り,2
何故,何故,2
授ける,授け,2
賢い,賢い,2
娘,娘,2
向かう,向かい,2
逃がす,逃がす,2
飛ぶ,飛び,2
何だ,何だ,2
のみ,のみ,2
噴き出す,噴き出す,2
囲い,囲い,2
きの,きの,2
疾走,疾走,2
追手,追手,2
分かれる,分かれ,2
夜の森,夜の森,2
寒い,寒く,2
沿う,沿っ,2
東南,東南,2
合流,合流,2
戦える,戦え,2
受け取る,受け取っ,2
行く,行こ,2
見開く,見開き,2
たい,てぇ,2
付き合い,付き合い,2
苦しめる,苦しめ,2
始末,始末,2
良い,良かっ,2
薄れる,薄れ,2
停止,停止,2
細かい,細かい,2
螺旋,螺旋,2
収まる,収まる,2
容易い,容易く,2
制御,制御,2
完璧,完璧,2
設定,設定,2
ポリポリ,ポリポリ,2
実は,実は,2
翻す,翻し,2
見る,見れ,2
尋ねる,尋ねる,2
驚く,驚か,2
蓋,蓋,2
優しい,優しく,2
もたれかかる,もたれかかっ,2
決断,決断,2
倒す,倒し,2
神,神,2
背負う,背負う,2
起こる,起こら,2
足跡,足跡,2
浮かべる,浮かべる,2
本来,本来,2
外道,外道,2
忠実,忠実,2
失態,失態,2
対等,対等,2
重い,重く,2
堕ちる,堕ち,2
ごとし,ごとき,2
魔界,魔界,2
苦労,苦労,2
役に立つ,役に立つ,2
命令,命令,2
尋ねる,尋ね,2
声色,声色,2
溜まる,溜まっ,2
正しい,正しい,2
異端,異端,2
直に,直に,2
子羊,子羊,2
欲望,欲望,2
野放し,野放し,2
舞台,舞台,2
宗教,宗教,2
侮る,侮ら,2
引きずり出す,引きずり出し,2
断ち切る,断ち切る,2
痛み,痛み,2
弱い,弱,2
弱い,弱い,2
け,け,2
どういたしまして,どういたしまして,2
分隊,分隊,2
戸籍,戸籍,2
あら,あら,2
拠点,拠点,2
叡智,叡智,2
電気,電気,2
壊れる,壊れ,2
動かす,動かす,2
削る,削り,2
人体,人体,2
異,異,2
アカネ,アカネ,2
しぶしぶ,しぶしぶ,2
ナンバーズ,ナンバーズ,2
悲しい,悲しい,2
夕日,夕日,2
進撃,進撃,2
れる,れよ,2
ポーズ,ポーズ,2
ノリ,ノリ,2
校庭,校庭,2
いかに,いかに,2
軽快,軽快,2
狭い,狭い,2
千切り,千切り,2
参考,参考,2
だり,だり,2
型,型,2
経過,経過,2
外す,外そ,2
切断,切断,2
遺体,遺体,2
与える,与える,2
ひる,ひっ,2
なら,なら,2
外す,外す,2
重苦しい,重苦しい,2
呼び止める,呼び止め,2
貫く,貫い,2
駆ける,駆ける,2
忠告,忠告,2
気だるい,気だる,2
補足,補足,2
精神,精神,2
そうね,そうね,2
源,源,2
考える,考えれ,2
辿れる,辿れる,2
可笑しい,可笑しい,2
くう,くっ,2
囮,囮,2
本人,本人,2
障害,障害,2
急ぐ,急ぐ,2
振る舞う,振る舞っ,2
思わず,思わず,2
裂く,裂い,2
進む,進む,2
無惨,無惨,2
伸びる,伸びる,2
群れ,群れ,2
吹き飛ばす,吹き飛ばす,2
主力,主力,2
もたれかかる,もたれかかり,2
異質,異質,2
微,微,2
手当て,手当て,2
大柄,大柄,2
すい,すぅ,2
道中,道中,2
消耗,消耗,2
辛い,辛い,2
泣く,泣き,2
形,形,2
生み出す,生み出さ,2
後方,後方,2
野郎,野郎,2
睨みつける,睨みつける,2
睨む,睨ま,2
残り少ない,残り少ない,2
見届ける,見届け,2
いただける,いただけ,2
条件,条件,2
つ,てよ,2
譲る,譲っ,2
法廷,法廷,2
睨みつける,睨みつけ,2
正面,正面,2
内通,内通,2
歩み,歩み,2
だとすれば,だとすれば,2
飛ばす,飛ばす,2
手掛かり,手掛かり,2
不満,不満,2
話しかける,話しかける,2
荒い,荒い,2
閉まる,閉まっ,2
ガス,ガス,2
ガスマスク,ガスマスク,2
眠らせる,眠らせ,2
下級,下級,2
眠る,眠っ,2
関節,関節,2
無力,無力,2
舐める,舐める,2
インク,インク,2
ァ,ァ,2
関わる,関わら,2
当たる,当たる,2
やり遂げる,やり遂げ,2
玉,玉,2
診察,診察,2
試す,試す,2
住人,住人,2
散る,散り,2
背筋,背筋,2
重圧,重圧,2
内側,内側,2
薙ぐ,薙ぐ,2
左肩,左肩,2
突き刺さる,突き刺さっ,2
窺う,窺っ,2
防げる,防げる,2
最短,最短,2
最小,最小,2
突く,突く,2
貫く,貫き,2
凡人,凡人,2
比べる,比べ,2
積み重ね,積み重ね,2
汗,汗,2
悪鬼,悪鬼,2
迫る,迫り,2
赤い,赤き,2
捌き,捌き,2
辛うじて,辛うじて,2
大上段,大上段,2
降り注ぐ,降り注い,2
通常,通常,2
放つ,放た,2
謝る,謝ら,2
修復,修復,2
強い,強けれ,2
購入,購入,2
原作,原作,2
スタッフ,スタッフ,2
企画,企画,2
描く,描い,2
配信,配信,2
フィギュア,フィギュア,2
サポート,サポート,2
イラスト,イラスト,2
くださる,くださっ,2
東西,東西,2
荒木,荒木,2
介,介,2
問い合わせ,問い合わせ,2
転載,転載,2
目次,目次,1
序章,序章,1
一章,一章,1
殺人,殺人,1
テロ,テロ,1
終章,終章,1
補遺,補遺,1
あとがき,あとがき,1
示す,示す,1
イメージ,イメージ,1
画像,画像,1
再,再,1
ダウンロード,ダウンロード,1
予告,予告,1
縦,縦,1
書き,書き,1
レイアウト,レイアウト,1
ご覧,ご覧,1
リーディング,リーディング,1
表示,表示,1
認める,認め,1
間に合う,間に合っ,1
ナンパ,ナンパ,1
急用,急用,1
戦,戦,1
楽しい,楽しい,1
締め,締め,1
居場所,居場所,1
可愛い,可愛い,1
付き合う,付き合っ,1
尻,尻,1
刺す,刺さ,1
近づく,近づか,1
国中,国中,1
ぬ,ざる,1
醍醐味,醍醐味,1
乗っ取る,乗っ取ら,1
なんせ,なんせ,1
導く,導き,1
ほかなる,ほかなら,1
立役者,立役者,1
堕ちる,堕ちる,1
世論,世論,1
喚ぶ,喚び,1
虐殺,虐殺,1
極悪,極悪,1
非道,非道,1
実,実,1
よる,よら,1
もって,もって,1
結婚,結婚,1
残す,残す,1
悪役,悪役,1
ルート,ルート,1
震撼,震撼,1
操る,操る,1
臨機応変,臨機応変,1
転換,転換,1
きな臭い,きな臭い,1
一転,一転,1
陰謀,陰謀,1
論,論,1
逃避,逃避,1
時期,時期,1
逃げ出す,逃げ出し,1
うつ,うっ,1
ボチボチ,ボチボチ,1
進級,進級,1
そうですね,そうですね,1
これこれ,これこれ,1
そのもの,そのもの,1
富豪,富豪,1
ルール,ルール,1
泣き,泣き,1
がっぽり,がっぽり,1
立つ,立と,1
レート,レート,1
臨時,臨時,1
収入,収入,1
カモ,カモ,1
ネギ,ネギ,1
潤沢,潤沢,1
摘む,摘ん,1
オール,オール,1
イン,イン,1
賭ける,賭け,1
コール,コール,1
まんまと,まんまと,1
嵌る,嵌,1
まつ,まっ,1
ほくそ笑む,ほくそ笑ん,1
学習,学習,1
スリー,スリー,1
カード,カード,1
今月,今月,1
取り戻す,取り戻さ,1
うわ言,うわ言,1
閉める,閉める,1
迎える,迎え,1
見抜ける,見抜け,1
傾ける,傾ける,1
スキル,スキル,1
差し出す,差し出す,1
沖,沖,1
獲る,獲,1
のる,のっ,1
今季,今季,1
口数,口数,1
正反対,正反対,1
餌,餌,1
嬉しい,嬉し,1
さてと,さてと,1
訊ねる,訊ねる,1
片手,片手,1
サッと,サッと,1
動く,動き,1
大好き,大好き,1
枯れる,枯れよ,1
仰ぐ,仰ぐ,1
足りる,足りん,1
互いに,互いに,1
感じ取る,感じ取っ,1
上目,上目,1
づく,づか,1
かまう,かまわ,1
見極め,見極め,1
厳か,厳か,1
壮大,壮大,1
見極める,見極める,1
見逃す,見逃さ,1
こする,こすり,1
毛,毛,1
ぐっすり,ぐっすり,1
起きる,起きよ,1
膨らむ,膨らま,1
破る,破れ,1
誓う,誓っ,1
横顔,横顔,1
鋼,鋼,1
春休み,春休み,1
弄る,弄り,1
治まる,治まっ,1
夢,夢,1
広げる,広げる,1
描く,描か,1
直接,直接,1
息遣い,息遣い,1
微か,微か,1
衣,衣,1
擦れる,擦れる,1
振り向く,振り向き,1
ざま,ざま,1
肘鉄,肘鉄,1
砕く,砕い,1
踏みとどまる,踏みとどまる,1
こむ,こま,1
直伝,直伝,1
白目,白目,1
しゃがむ,しゃがん,1
見慣れる,見慣れ,1
学友,学友,1
取り残す,取り残さ,1
面倒い,面倒く,1
逃げる,逃げろ,1
今さら,今さら,1
遠ざける,遠ざけよ,1
滲む,滲み,1
でる,で,1
恩,恩,1
大声,大声,1
叫ぶ,叫び,1
絶交,絶交,1
悪口,悪口,1
言いふらす,言いふらし,1
ムッ,ムッ,1
済む,済ん,1
苛立つ,苛立ち,1
募る,募る,1
抜け出す,抜け出す,1
イライラ,イライラ,1
まっすぐ,まっすぐ,1
ぶっ飛ばす,ぶっ飛ばし,1
試験,試験,1
操作,操作,1
通,通,1
留年,留年,1
親,親,1
血走る,血走っ,1
微妙,微妙,1
キープ,キープ,1
く,け,1
圧縮,圧縮,1
証明,証明,1
練る,練り,1
ガラッ,ガラッ,1
さりげ,さりげ,1
曇る,曇っ,1
集まる,集まる,1
鳥,鳥,1
風景,風景,1
向く,向き,1
流す,流さ,1
何事,何事,1
過ぎ去る,過ぎ去っ,1
振り向く,振り向か,1
す,さ,1
紅い,紅い,1
試みる,試み,1
こんにちは,こんにちは,1
しまう,しまい,1
どど,どど,1
どうじる,どうじ,1
朝食,朝食,1
訪ねる,訪ね,1
度々,度々,1
さあ,さあ,1
頑丈,頑丈,1
しかも,しかも,1
議論,議論,1
余地,余地,1
連れ去る,連れ去ろ,1
もみ合う,もみ合っ,1
泳ぐ,泳い,1
戻す,戻し,1
アイテム,アイテム,1
本格,本格,1
症状,症状,1
言い方,言い方,1
立ち去る,立ち去っ,1
干物,干物,1
消灯,消灯,1
真っ暗,真っ暗,1
焼ける,焼け,1
浄化,浄化,1
腐る,腐ら,1
ぼーっと,ぼーっと,1
ピコピコ,ピコピコ,1
狩る,狩っ,1
よい,よし,1
ブンブン,ブンブン,1
覆う,覆っ,1
くさい,くさ,1
発想,発想,1
まみれ,まみれ,1
売れる,売れる,1
ビー玉,ビー玉,1
尋常,尋常,1
ぐちゃぐちゃ,ぐちゃぐちゃ,1
とろける,とろけ,1
土産,土産,1
かぶりつく,かぶりつい,1
木,木,1
枝,枝,1
凍える,凍える,1
ルル,ルル,1
威嚇,威嚇,1
あっち,あっち,1
丸,丸,1
能,能,1
どっか,どっか,1
ぶっ飛ばす,ぶっ飛ばす,1
割る,割っ,1
他者,他者,1
一切,一切,1
保身,保身,1
すれ違い,すれ違い,1
互い,互い,1
差す,差し,1
飛ばす,飛ばさ,1
略奪,略奪,1
いちゃもん,いちゃもん,1
相性,相性,1
しょっちゅう,しょっちゅう,1
畑,畑,1
半壊,半壊,1
ぶっとばす,ぶっとばす,1
構え,構え,1
お仕置き,お仕置き,1
