Morph-lemma,Morph-inflection,Learning-status,Occurrence,File
試す,試し,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
回る,回っ,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
布団,布団,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
殺る,殺っ,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
兄貴,兄貴,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
後頭部,後頭部,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
戦慄,戦慄,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
くせ,くせ,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
恐怖,恐怖,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
メンバー,メンバー,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
殺害,殺害,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
不自然,不自然,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
仲,仲,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
指す,指す,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
野次馬,野次馬,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
叫ぶ,叫び,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
女医,女医,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
医者,医者,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
意思,意思,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
いびき,いびき,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
リーダー,リーダー,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
弾く,弾か,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
配下,配下,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
否定,否定,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
差す,差し,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
謝罪,謝罪,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
通じる,通じ,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
攻撃,攻撃,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
呼吸,呼吸,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
扱い,扱い,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ジャック,ジャック,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
外れ,外れ,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
対抗,対抗,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
週,週,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
あいつ,あいつ,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
両手,両手,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
操る,操り,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
結局,結局,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
戦,戦,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
急,急,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
同意,同意,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
かぁ,かぁ,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
描く,描い,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
はじめ,はじめ,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ヒント,ヒント,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
開始,開始,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
当たる,当たっ,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
勝つ,勝つ,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
隊長,隊長,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
槍,槍,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
取調,取調,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
役立つ,役立た,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
学ぶ,学ん,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
白衣,白衣,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
負ける,負ける,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
建てる,建て,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
湯気,湯気,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
くださる,くださっ,unknown,5,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
刺客,刺客,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
解読,解読,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
再,再,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
末,末,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
全,全,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
実技,実技,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
逆,逆,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
目覚める,目覚める,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
札束,札束,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
寝かせる,寝かせ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
気づく,気づき,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
常に,常に,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
作業,作業,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
証,証,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
友達,友達,known,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
照らす,照らさ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
カウンター,カウンター,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
盗む,盗ん,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
リスク,リスク,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
反射,反射,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
礼,礼,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
店,店,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
作る,作る,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
熟練,熟練,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
酒,酒,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
苦手,苦手,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
マンハッタン,マンハッタン,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
素材,素材,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
見当,見当,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
機嫌,機嫌,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ミッション,ミッション,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
秒,秒,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
届く,届い,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
高度,高度,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
舞台,舞台,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
暗号,暗号,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ジュース,ジュース,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
遅い,遅い,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
手際,手際,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
っていう,っていう,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
揃う,揃っ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
派閥,派閥,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ついで,ついで,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
おく,おく,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
楽しい,楽し,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
火,火,learning,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
満足,満足,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
かかる,かかっ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
いく,いけ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
特に,特に,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
得意,得意,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
代,代,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
役,役,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
詰める,詰める,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
着く,着く,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
上げる,上げる,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
眠る,眠る,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
朝日,朝日,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
取る,取り,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
実際,実際,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
不穏,不穏,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
しかも,しかも,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
文句,文句,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
顔色,顔色,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ノック,ノック,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
抵抗,抵抗,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
急ぐ,急い,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
タイミング,タイミング,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
責任,責任,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
遺体,遺体,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
戻る,戻り,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
置く,置か,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
かかる,かかり,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
抑える,抑える,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
効率,効率,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
意図,意図,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
殺し,殺し,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
残す,残す,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
小説,小説,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
嬢,嬢,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
有利,有利,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
形,形,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
あれれ,あれれ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
眠れる,眠れ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
早い,早かっ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
えー,えー,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
安心,安心,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
荷物,荷物,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
一生,一生,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
大好き,大好き,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
軽い,軽い,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
そのもの,そのもの,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
美術,美術,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
らしい,らしき,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
数える,数える,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
凶悪,凶悪,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
とる,とっ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ブツブツ,ブツブツ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
メイド,メイド,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
自身,自身,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ども,ども,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
隠し,隠し,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
仕留める,仕留め,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
下ろす,下ろす,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
払う,払っ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
でる,で,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
流,流,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
吊るす,吊るさ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
立て続け,立て続け,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
手掛かり,手掛かり,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ふり,ふり,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
だとすると,だとすると,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
取り巻き,取り巻き,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
たい,てぇ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
一応,一応,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
いえいえ,いえいえ,known,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
操作,操作,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
心臓,心臓,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
泣く,泣き,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
果たして,果たして,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
踏み込む,踏み込ん,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
きり,きり,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
覆面,覆面,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
偵察,偵察,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
達人,達人,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
控える,控え,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
思い出す,思い出す,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ずくめ,ずくめ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
こっそり,こっそり,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
助かる,助かる,known,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
再現,再現,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
やって来る,やって来る,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
全滅,全滅,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
振る,振る,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
閉じる,閉じ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
遺言,遺言,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ひと,ひと,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
やめる,やめ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
聴取,聴取,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
一切,一切,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
いい加減,いい加減,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
あくまで,あくまで,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
現状,現状,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
上位,上位,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
邸宅,邸宅,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
昨日,昨日,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
組む,組ん,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
弁える,弁え,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
向かう,向かう,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
時代,時代,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
焦る,焦っ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
注目,注目,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
以外,以外,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
好機,好機,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
泊まる,泊まっ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
毛布,毛布,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
受け取る,受け取っ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
登場,登場,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
盗む,盗ま,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
へぇ,へぇ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
全体,全体,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
鍛える,鍛え,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
たい,たかっ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
征服,征服,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
強力,強力,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
兎,兎,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ドーム,ドーム,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
リスト,リスト,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
戦う,戦わ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
おく,おき,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
魔物,魔物,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
闘士,闘士,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
発,発,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
格,格,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
斧,斧,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
愚か,愚か,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
一方,一方,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
纏う,纏う,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
諸君,諸君,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
兵器,兵器,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
拍手,拍手,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
引き攣る,引き攣っ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
生える,生え,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
埋める,埋め,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
動かす,動かす,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
不快,不快,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
殴る,殴ら,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
父さん,父さん,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
持ち帰る,持ち帰っ,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
椅子,椅子,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
拠点,拠点,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
叡智,叡智,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
便所,便所,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
筆跡,筆跡,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
電波,電波,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
無機質,無機質,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
声帯,声帯,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
号,号,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
鉄,鉄,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
シチュー,シチュー,unknown,4,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ご覧,ご覧,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
テロ,テロ,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
カ月,カ月,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
そのうち,そのうち,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
下品,下品,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
寝転ぶ,寝転ん,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
日付,日付,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
変わる,変わる,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
残る,残る,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
装飾,装飾,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
映画,映画,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
たま,たま,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
憧れる,憧れ,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
真ん中,真ん中,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
彫刻,彫刻,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
照明,照明,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
抑える,抑え,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
間抜け,間抜け,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ポケット,ポケット,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
迷う,迷っ,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
オメガ,オメガ,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
申す,申し,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
経験,経験,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
歴戦,歴戦,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
かしこまる,かしこまり,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
吸う,吸っ,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
青い,青い,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
全般,全般,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
味,味,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ウイスキー,ウイスキー,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
調子,調子,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
それなり,それなり,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
蚕,蚕,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
つく,つか,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
読む,読ん,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
付ける,付ける,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
守る,守っ,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
順調,順調,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
大きい,大き,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ほんの,ほんの,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
よい,よ,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
テロリスト,テロリスト,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
動かせる,動かせる,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
エース,エース,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
街,街,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
冷める,冷め,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
一連,一連,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
見据える,見据える,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
もらう,もらい,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
放つ,放っ,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
跡,跡,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
継ぐ,継い,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
若い,若い,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
多い,多かっ,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
ソファー,ソファー,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
微動,微動,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
脳裏,脳裏,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
死に顔,死に顔,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
蘇る,蘇っ,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
明らか,明らか,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
カップ,カップ,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
肥える,肥え,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
身体,身体,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
切れる,切れる,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
無惨,無惨,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
迎える,迎え,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
影響,影響,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
横暴,横暴,unknown,3,eminence-in-the-shadow-vol-6-JA-no-furigana.txt
